id,entity
1850,Mediatek Dimensity 7200 Ultra (4 nm)
1851,2x2.8 GHz Cortex-A715 & 6x2.0 GHz Cortex-A510
1852,HD 720p@30fps<br>FullHD 1080p@60fps<br>FullHD 1080p@30fps<br>4K 2160p@24fps<br>4K 2160p@30fps<br>FullHD 1080p@120fps
1853,Sạc nhanh 120W
1854,A2DP<br>LE<br>v5.2
1855,Wi-Fi MIMO<br>Wi-Fi Direct<br>Wi-Fi 802.11 a/b/g/n/ac<br>Wi-Fi hotspot<br>Dual-band (2.4 GHz/5 GHz)
1856,161.4 x 74.2 x 8.9 mm
1857,204.5 g 
1858,"Máy, sạc, Cáp USB Type-C, Dụng cụ lấy SIM, Vỏ bảo vệ, Hướng dẫn sử dụng nhanh"
1859,Snapdragon 6 Gen 1 Mobile Platform
1860,8 nhân (4x2.2 GHz & 4x1.8 GHz)
1861,1080 x 2520 pixels
1862,"16mm: 8MP 1/4“ F2.2<br> 26mm: 48 MP (Hiệu quả) / 12 MP (Ghi)<br> 1/2.0"" Exmor RS cho cảm biến di động F1.8"
1863,"26mm 8MP 1/4"" F2.0"
1864,"4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS"
1865,"USB Power Delivery (USB PD) fast charging, Xperia Sac thích ứng, Battery Care, STAMINA Mode"
1866,"Chống nước IPX5/IPX8, Chống bụi IP6X"
1867,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct"
1868,"GPS, GLONASS, GALILEO, BDS, QZSS"
1869,155 x 68 x 8.3 mm
1870,164 g
1871,Chip Unisoc T820
1872,"Octa-Core,2.7GHz 1*A76@2.7GHz+3*A76@2.3GHz+4*A55@2.1GHz"
1873,1080 x 2408 pixels
1874,"50M AF,f/1.8 +2M, f/2.4"
1875,"8M, f/2.0, FF"
1876,1080p@30fps HD 720p@30fps
1877,Sạc nhanh 22.5W
1878,Có - Chưa hỗ trợ tại Việt Nam
1879,"WiFi 2.4G/5G, Hotspot, 802.11 a/b/g/n/ac"
1880,GPS(L1)/AGPS/GLONASS/Galileo
1881,163.7 x 75 x 7.98mm
1882,192 g 
1883,"Nubia Neo 5G<br>Ốp lưng trong<br>Sạc 22,5W<br>Cáp sạc Type-C<br>Que chọc SIM<br>HSDS"
1884,18 tháng tại trung tâm bảo hành ủy quyền chính hãng - digitek. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.
1885,MediaTek Dimensity 6020 5G 8 nhân
1886, 2 nhân 2.2 GHz & 6 nhân 2.0 GHz
1887,"Camera chính: 50MP; f/1.8; FOV 77°; ống kính 5P<br>2MP, f/2.4; FOV 89°; ống kính 3P; hỗ trợ FF"
1888,8MP; f/2.0; FOV 80°; ống kính 4P
1889,HD 720p@30fpsFullHD 1080p@30fps
1890,Sạc nhanh 33W <br> Tiết kiệm pin<br>Sạc siêu nhanh SuperVOOC<br>Siêu tiết kiệm pin
1891, IPX4
1892, Dual-band (2.4 GHz/5 GHz)
1893,QZSS<br>GPS<br>GLONASS<br>GALILEO<br>BEIDOU
1894, Dài 165.6 mm - Ngang 76 mm - Dày 7.99 mm (Đen) | 8.04 mm (Tím) 
1895,193g
1896,Điện thoại x 1<br>Cáp dữ liệu USB x 1<br>Bộ sạc x 1<br>Công cụ đẩy SIM x 1<br>Vỏ bảo vệ x1<br>Hướng dẫn sử dụng x1<br> Thẻ bảo hành x1
1897,"Helio G85, tối đa 2.0GHz"
1898,"2x2,2 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55"
1899,"ColorOS 13.1, nền tảng Android 13"
1900,"50 MP,F/1.8 (chính) + 2 MP, F/2.4 (Xóa phông)"
1901,"8 MP, F/2.0"
1902,Siêu sạc nhanh SUPERVOOC 33W
1903,165.65 x 75.98 x 7.99 mm
1904," Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh rời đầu Type A"
1905,OPPO A3 8+256 <br> Củ sạc siêu nhanh SuperVOOC 45W<br> Dụng cụ lấy SIM<br> Sách hướng dẫn<br> Miếng dán màn hình (Đã dán sẵn)<br> Vỏ bảo vệ
1906, 2.0 GHz
1907,Cảm biến chính 50MP <br> Cảm biến độ sâu 2MP
1908,HD 720p@30fps<br>FullHD 1080p@30fps
1909,Sạc nhanh có dây 33W<br> Sạc siêu nhanh SuperVOOC
1910, IP54
1911,802.11 a/b/g/n/ac
1912, 192 g
1913,Unisoc T606
1914,Octa-core Processor
1915,Camera góc rộng: 50 MP
1916,Sạc 45W
1917,"Độ dày 8,0 mm"
1918,190 g 
1919,Chính 50 MP & Phụ 2 MP
1920,5 MP
1921, Wi-Fi 802.11 a/b/g/n/ac<br>Dual-band (2.4 GHz/5 GHz)
1922,QZSS<br>GPS<br>GLONASS<br>GALILEO
1923,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh rời đầu Type A"
1924,MediaTek G99 Ultimate
1925,2*A76 up to 2.2Ghz   6*A55 up to 2.0Ghz
1926,108M + AI
1927,Camera trước 32MP với đèn flash kép
1928,70W Ultra Charge
1929,165.5 x 76.13 x 7.88 mm	
1930,192.5 g
1931,MediaTek Dimensity 9200
1932,"1 nhân 3.05 GHz, 3 nhân 2.85 GHz & 4 nhân 1.8 GHz"
1933,"Camera chính: 50 MP, f/1.8, OIS <br> Camera góc rộng: 48 MP,  f/2.2<br> Tele: 32 MP,  f/2.0"
1934,"32 MP, f/2.4, FOV 90°, ống kính 5P; Hỗ trợ AF"
1935,HD 720p@30fps<br>FullHD 1080p@60fps<br>FullHD 1080p@30fps<br>4K 2160p@30fps<br>FullHD 1080p@240fps<br>HD 720p@60fps<br>HD 720p@480fps
1936,Sạc nhanh SuperVOOC 3.0 công suất 44 W<br>Sạc pin nhanh<br>Tiết kiệm pin<br>Siêu tiết kiệm pin<br>Sạc ngược không dây
1937,"v5.3, A2DP, LE, aptX HD"
1938,Wi-Fi 6<br>Wi-Fi 802.11 a/b/g/n<br>Wi-Fi 802.11 a/b/g/n/ac<br>Dual-band (2.4 GHz/5 GHz)<br>Wi-Fi 7  5.8 GHz
1939,Khi mở: 166.42 x 75.78 x 7.79 mm<br> Khi gập: 85.54 x 75.78 x 16.45 mm
1940,198 g
1941,MediaTek Helio G99
1942,"2.2GHz,2.0GHz Octa-Core"
1943,"Camera góc rộng: 50MP<br>Camera góc siêu rộng: 5MP<br> Camera Macro: 2MP <br> Khẩu độ (Đa khẩu độ): F1.8 , F2.2 , F2.4"
1944,"802.11a/b/g/n/ac 2.4GHz+5GHz, VHT80 Wi-Fi Direct"
1945,"GPS, Glonass , Beidou , Galileo"
1946,164.4 x 77.9 x 7.9 mm
1947,4K@24/30/60fps<br>1080p HD @25430/60fps<br>720p HD@30fps
1948,Realme
1949, MediaTek Helio G85 8 nhân
1950,Chính 50 MP & Cảm biến Flicker
1951, v5.0
1952,Wi-Fi hotspot<br>Dual-band (2.4 GHz/5 GHz)
1953,165.66 x 76.1 x 7.64 mm
1954,185 g
1955,Snapdragon 685 8 nhân
1956,4 × 2.8 GHz + 4 × 1.9 GHz
1957,"Android 14, Funtouch OS 14"
1958,"50MP, f/1.8 <br> 2MP, f/2.4"
1959,"8MP, f/2.0 "
1960,"4K@30fps, 1080p@30fps"
1961,2.4GHz /5GHz
1962,"GPS, BeiDou, GLONASS, Galileo, QZSS"
1963,Pha Lê Đen: 163.17 × 75.81 × 7.79 mm <br>Kim Cương Xanh: 163.17 × 75.81 × 7.95 mm 
1964,Pha Lê Đen: 186g <br>Kim Cương Xanh: 188g
1965,vivo Y100 <br> Cáp Type-C sang USB <br> Bộ điều hợp nguồn USB <br> Eject Tool<br> Vỏ điện thoại <br> Màng bảo vệ (đã dán)
1966,Unisoc T7225 8 nhân
1967,"8 nhân 12nm, 2 × 1.8GHz + 6 × 1.8GHz"
1968,Funtouch OS 14 phiên bản Android 14
1969,1600 x 720 pixels (HD+)
1970,13MP + 0.08MP <br> khẩu độ  f/2.2 (13MP) + f/3.0 (0.08MP)
1971,5MP<br> khẩu độ  f/2.2
1972,FullHD 1080p@30fps
1973,Sạc nhanh 15W
1974,Wi-Fi 5<br>2.4GHz / 5GHz
1975,167.30 × 76.95 × 8.19 mm
1976,Điện thoại Vivo<br>Sách hướng dẫn<br>Dây USB<br>Củ sạc<br>Que lấy SIM<br>Ốp lưng<br>Miếng dán màn hình (Dán sẵn)<br>Thẻ bảo hành
1977,Chính 8 MP & Phụ 2 MP
1978,Sạc nhanh 10 W<br>Tiết kiệm pin<br>Siêu tiết kiệm pin
1979, v5.3
1980,QZSS<br>GPS<br>GLONASS<br>GALILEO<br> BEIDOU
1981,163.74 x 75.03 x 8.16 mm
1982,188 g
1983,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
1984,4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55
1985,Android 14 OS  
1986,"Camera góc rộng: 50 MP, f/1.8, 1/1.95"", 0.8µm, PDAF, OIS<br> Camera góc siêu rộng: 8 MP, f/2.2, 120˚, 1/4.0"", 1.12µm"
1987,"32 MP HD Selfie Camera f/2.0, 84º FoV, 5P lens"
1988,Sạc có dây 44W 
1989,"v5.1, A2DP, LE"
1990,"GPS, GLONASS, GALILEO, BDS, QZSS, NavIC"
1991,164.4 x 74.8 x 7.7 mm
1992,179 g or 188 g
1993,MediaTek Helio G81
1994,MT6769V/CBZA<br> 2x A75 up to 2.0GHz<br>   6x A55 up to 1.7GHz
1995,48M+ light Sensor + Dual Flash
1996,8M + Dual Flash
1997,Sạc nhanh 18W
1998,IP54 
1999,165.715 mm x 77.112 mm x 7.8 mm
2000,191.9 gram
2001,Unisoc T615
2002,8MP
2003,1080p@30fps<br>Trôi nhanh thời gian (Time lapse) <br> Video ngắn<br>  AI CAM<br>  Làm đẹp (Beautify) <br> Chế độ chân dung<br>  Chụp AR<br>  Toàn cảnh <br> Ban đêm (Night Mode)
2004,Sạc 15W
2005,165.6 x 77.0 x 8.35 mm 
2006,Mediatek Helio G99 (6nm)
2007,"Octa-core CPU, Lên đến 2.2GHz"
2008,"Camera góc rộng: 108 MP, f/1.8, 0.64µm, AF<br>Camera macro: 2 MP, f/2.4<br>Camera phụ: 0.08 MP"
2009,"Camera góc rộng: 32 MP, f/2.2"
2010,1440p@30fps
2011,"Sạc nhanh 33W, 5V/6.6A"
2012,"GPS, A-GPS  "
2013,168.6 x 76.6 x 8.25 mm
2014,Octa-Core 1.6GHz
2015,Android T
2016,50MP AI Camera <br>2MP FF+AI Camera
2017,8MP FF
2018,"v5,2"
2019,802.11 a/b/g/n/ac<br>WiFi 2.4G/5G
2020,164.2*75.3*8.6mm
2021,Unisoc Tiger T612
2022,2x 1.8 GHz – Cortex-A75 6x 1.8 GHz – Cortex-A55
2023,6.745 inches
2024,"Camera góc rộng: 50 MP, ƒ/1.8, 1/2.5"" Kích thước cảm biến<br>Ống kính phụ trợ: 0.08 MP"
2025,1080p @ 30fps<br>720p @ 30fps<br>480p @ 30fps
2026,Tốc độ sạc có dây 15 W
2027,"802.11/b/a/g/n/ac<br>2.4GHz, 5GHz"
2028,AGPS/GPS、GLONASS、BDS、Galileo
2029,Dài 167.26mm × Ngang 76.67mm × Dày ≈7.84mm
2030,88g
2031,"50 MP, ƒ/1.8<br>2.0 MP"
2032,16.0 MP
2033,Sạc nhanh 22.5 W
2034,802.11 b/g/n/ac
2035,GPS<br>GALILEO<br>GLONASS
2036,165.8 x 77.1 x 8.2 mm
2037,206 g
2038,Cáp USB Type C<br>Sạc<br>Ốp lưng<br>Sách HDSD<br>Que lấy SIM
2039,Helio G99 Ultimate(6nm)
2040,"Lõi CPU: 8 lõi<br>Công nghệ CPU: 6 nm<br>Tốc độ tối đa của CPU: 2.2 GHz<br>Kiến trúc CPU: 64-bit<br>Vi kiến trúc: 2x 2.2 GHz – Cortex-A76, 6x 2.0 GHz – Cortex-A55<br>Loại bộ nhớ: LPDDR4X"
2041,Android 14 (Upside Down Cake)
2042,"Camera kép:<br>50 MP, ƒ/1.9 (Góc rộng), 1/1.57"" Kích thước cảm biến, chống rung quang học (OIS) + chống rung điện tử (EIS)<br>2 MP (Chiều sâu)<br>Đèn flash LED kép, Dải động cao (HDR), Toàn cảnh<br>Độ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps"
2043,"Camera đơn: 50 MP (Góc rộng), Tự động lấy nét (PDAF)<br>Đèn flash LED kép<br>Độ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps"
2044,"1440p @ 30 fps, 1080p @ 30/60 fps"
2045,Sạc nhanh 70 W
2046,Nano-SIM
2047,802.11/b/a/g/n/ac
2048,165.3 x 75.3 x 7.7 mm
2049,"Điện thoại Tecno camon 30, ốp lưng, bộ sạc, miếng dán cường lực"
2050,"Bảo hành 13 tháng tại trung tâm bảo hành Chính hãng, +100 ngày và bảo hành rơi vỡ màn hình 60 ngày. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất."
2051,MediaTek Dimensity 7050 5G 8 nhân
2052, 8 cores
2053,"Camera góc rộng: 64MP; f/1.7, PDAF<br> Chụp Telephoto chân dung: 32 MP, f/2.0<br> Camera góc siêu rộng: 8 MP, f/2.2, Zoom quang lai 2X× và Xoom kỹ thuật số 20X"
2054,4K 2160p@30fps<br>Full HD 1080P@60fps/30fps/120fps/480fps<br> HD 720P@60fps/30fps/240fps/960fps
2055,"Sạc nhanh SUPERVOOCTM 67W, SUPERVOOCTM 2.0, SUPERVOOCTM, VOOC 3.0, PD3.0（9V/2A）"
2056,Wi-Fi MIMO<br>Wi-Fi 6<br>Wi-Fi Direct<br>Wi-Fi hotspot<br>Dual-band (2.4 GHz/5 GHz)
2057,162.4 x 74.2 x 7.99 mm
2058,185 g 
2059,Dimensity 7300 Energy 5G 
2060,Lõi tám nhân 4*A78 @2.5 GHz，4*A55 @2.5 GHz
2061,50MP 882 OIS + 2MP + Flicker
2062,"16MP, f/2.4"
2063,"4K@ 30fps, 1080p @ 60fps/30fps, 720p @ 60fps/30fps"
2064,Sạc nhanh Ultra 80W
2065,2.4/5GHz Wi-Fi<br>Wi-Fi 6
2066,161.7 x 74.7 x 7.6 mm
2067,185g
2068,"Điện thoại, Cáp Type C, Củ sạc nhanh rời đầu Type A, Sách hướng dẫn, Cây lấy sim, Ốp lưng"
2069,"Điện thoại, sạc, cáp sạc, que chọc sim, sách hướng dẫn sử dụng"
2070,Mediatek Helio G99 
2071,Tiến trình 6nm
2072,"Camera chính: 108MP, f/1.75<br> Camera Macro: 2MP, AI Camera, Đèn flash dọc bốn chiều"
2073,"32MP, f/2.2"
2074, 2.4+5GHz
2075,164.65 x 75.04 x 7.55 mm
2076,Cáp sạc + củ sạc + tai nghe cổng Type C + kính cường lực
2077,Exynos 2400
2078,"1 nhân 3.3 GHz, 5 nhân 3.2 GHz & 2 nhân 2.3 GHz"
2079,"Camera chính 50 MP, f/1.8 <br>Camera tele: 10 MP, f/2.4,  PDAF, OIS, zoom quang học 3x<br>Camera góc siêu rộng: 12 MP, f/2.2, 120˚"
2080,"8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps"
2081,Sạc nhanh 25W<br>Chia sẻ pin không dây<br>Sạc siêu nhanh<br>Sạc không dây
2082,147.0 x 70.6 x 7.6mm
2083,167g
2084,Unisoc T606 (12 nm)
2085,Octa-core (2*A75 1.6GHz & 6*A55 1.6GHz)
2086,"Camera chính: 50MP, f/1.6 + AI CAM, f/2.0"
2087,1080p@30fps<br>720p@30fps
2088,"Sạc nhanh 18W, 7.5V/2.4A"
2089,Wi-Fi 802.11 (a/b/g/n/ac)
2090,"163,59 x 75,59 x 8,30 mm"
2091,Nokia
2092,Unisoc 8910  & T127
2093,2.4 inches
2094,2MP
2095,128 MB
2096,"122 x 52 x 13,14 mm"
2097,Mediatek MT8781 Helio G99 (6nm)
2098,"Camera góc rộng: 50 MP, f/1.66, PDAF<br>Camera chiều sâu: f/2.0"
2099,"8 MP, f/2.0 "
2100,"1440p@30fps, 1080p@30fps"
2101,Sạc nhanh 45W<br> Sạc ngược 10W
2102, 802.11 a/b/g/n/ac
2103,168.6 x 76.6 x 9 mm
2104,Điện thoại * 1<br>Cáp sạc * 1<br>Bộ sạc * 1
2105,8.0 MP
2106,171.8 x 78.4 x 8.3 mm
2107,187 gr
2108,Snapdragon 8 Gen 1 8 nhân
2109,"1 nhân 3 GHz, 3 nhân 2.5 GHz & 4 nhân 1.79 GHz"
2110,Android 12
2111,"Camera góc rộng: 50 MP, f/1.8 <br>Camera góc siêu rộng: 12 MP, f/2.2 <br> Camera Tele: 10MP, f/2.4"
2112,"10 MP, f/2.2"
2113,"8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS"
2114,Sạc pin nhanh 45W <br> Sạc không dây<br> Sạc ngược không dây
2115,2 Nano SIM hoặc 1 Nano + 1 eSIM
2116, Dual-band (2.4 GHz/5 GHz)<br>Wi-Fi 802.11 a/b/g/n/ac/ax<br>Wi-Fi Direct <br>Wi-Fi hotspot
2117,"A-GPS, GLONASS, BDS, GALILEO"
2118,157.4 x 75.8 x 7.6 mm
2119,"Hỗ trợ 5G, Sạc không dây, Bảo mật vân tay, Nhận diện khuôn mặt, Kháng nước, kháng bụi"
2120,"Máy, Sách hướng dẫn, Cây lấy sim, Cáp Type C"
2121,bảo hành từ 30/09/2023-29/09/2024 tại TTBH chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.
2122,Unisoc T107 
2123,"Kháng nước, kháng bụi"
2124,Hướng dẫn nhanh<br>Sổ tay an toàn<br> Hướng dẫn sử dụng<br> Pin có thể tháo rời
2125,Unisoc T612
2126,Sạc nhanh 10W
2127,Dưới 4GB
2128,"Máy, cáp, sạc, sách HDSD, ốp lưng, dán màn hình, que chọc SIM"
2129,Snapdragon 680 4G
2130,4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver
2131, Android 12
2132,"Camera góc rộng: 50 MP, f/1.8, PDAF <br>Camera chân dung: 2 MP, f/2.4"
2133,"8 MP, f/2.0"
2134,Sạc nhanh VOCC 33W
2135,"5.0, A2DP, LE, aptX HD"
2136,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot"
2137,"GPS, BDS, GLONASS, GALILEO và hệ thống định vị QZSS có hỗ trợ"
2138,163.8 x 75 x 8 mm
2139,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc rời đầu Type A"
2140,Unisoc T107
2141,S30+
2142,2.8 inches
2143,240 x 320 pixels
2144,TFT LCD
2145,"Camera chính 0,3 MP, VGA"
2146,127mm*54.2mm*11.63mm
2147, 86.5 g
2148,"Máy, Củ sạc, Cáp Micro"
2149,MediaTek D6300
2150,108MP
2151,"Tecno Spark 30, Hộp đựng, Que chọc sim,..."
2152," 8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, 1080p@960fps"
2153,2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55
2154,"Android 14, Funtouch OS 14 "
2155,"13 MP,  f/2.2, PDAF <br> 0.08 MP, f/3.0"
2156,2.4 GHz/5 GHz
2157,"GPS, GLONASS, GALILEO, BDS, QZSS  "
2158,163.63 x 75.58 x 8.39 mm  
2159,185 g  
2160,"Nhận diện khuôn mặt, Kháng nước, kháng bụi"
2161,Y03<br>Sách HDSD<br>Dây USB<br>Củ sạc<br>Que lấy SIM<br>Ốp lưng<br>Miếng dán màn hình (Dán sẵn)<br>Thẻ bảo hành
2162,MediaTek Helio G85 
2163,2.0GHz*2 + 1.8GHz*6				
2164,"50 MP, f/1.8 <br>2 MP, f/2.4			"
2165,Sạc nhanh 15W				
2166,IP54	
2167,"802.11, b/g/n, 2.4GHz /5GHz				"
2168,163.74 × 75.43 × 8.09 mm				
2169,186 g				
2170,SD 480p@30fps <br>HD 720p@30fps<br> FullHD 1080p@30fps
2171,Sạc nhanh 45W <br>Sạc siêu nhanh SuperVOOC
2172,GPS<br>GLONASS<br>GALILEO<br>BEIDOU
2173,Dài 167.26 mm - Ngang 76.67 mm - Dày 7.74 mm 
2174,191 g
2175,Unisoc UMS9117
2176,1.77 inches
2177,v5.1
2178,112 x 47 x 14mm 
2179,68.8 g
2180,121.5 x 50 x 14.4 mm
2181,93g
2182,"Nokia 105 4G Pro, Pin,Sạc, Sách HDSD nhanh"
2183, 2 nhân 2.4 GHz & 6 nhân 2 GHz
2184,6.4 inches
2185,"Camera chính: 48 MP,  F1.8 <br> Camera góc siêu rộng: 8 MP, F2.2 <br> Camera macro: 5 MP, F2.4 <br> Camera chân dung: 2.0 MP, F2.4"
2186,"13 MP, f/2.2"
2187,"4K@30fps, 1080p@30/120fps"
2188, IP67
2189,"A-GPS, GLONASS, GALILEO, BDS"
2190,159.7 x 74 x 8.1 mm
2191,UNISOC T612
2192,2*A75 @1.8 GHz，6*A55 @1.8 GHz
2193,Camera chính 32MP 
2194,"1080p@30fps, 720p@30fps, 480p@30fps"
2195,"2.4GHz, 5GHz"
2196,"AGPS/GPS, GLONASS, BDS, Galileo"
2197,167.26 x 76.67 x 7.84mm
2198,188g
2199,QVGA
2200,94.5g
2201,Nokia 110 4G Pro<br> Pin <br>Sạc <br>Sách HDSD nhanh
2202,Unisoc T7225 8 nhân	
2203,5MP<br> khẩu độ  f/2.2 (5MP)
2204,Sạc 15 W
2205,"GPS, BeiDou, GLONASS, Galileo, QZSS		"
2206,199 gr
2207,Sách hướng dẫn<br> Dây USB<br> Củ sạc<br> Que lấy SIM<br> Ốp lưng<br>Miếng dán màn hình (Dán sẵn) <br>Thẻ bảo hành
2208,Helio G85
2209,8 nhân 12nm 2×2.0GHz + 6×1.8GHz
2210,1612 × 720 pixel
2211,50MP + 0.08MP khẩu độ f/1.8 (50MP) + f/3.0 (0.08MP)
2212,8MP khẩu độ f/2.0 (8MP)
2213,Bluetooth 5.0
2214,Nâu đỏ: 163.63 × 75.58 × 8.39mm <br> Trắng xanh: 163.63 × 75.58 × 8.53mm 
2215,Helio G85 (12nm)	
2216,"Chính 50 MP, f/1.8<br>Phụ 2 MP,  f/2.4"
2217,"8 MP,  f/2.05"
2218,Sạc nhanh 44W
2219,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz)"
2220,"1 x Vivo Y28, 1 x Dây USB, 1 x Củ sạc, 1 x Que lấy SIM, 1 x Ốp lưng, 1 x Miếng dán màn hình (Dán sẵn), 1 x Sách hướng dẫn sử dụng"
2221,6.44 inches
2222,2404×1080 (FHD+)
2223,"Camera chính: 64 MP,  f/1.79 <br> Camera góc siêu rộng: 2 MP, f/2.4 <br> Camera Macro: 2 MP,  f/2.4"
2224,"32 MP, f/2.0"
2225," FullHD 1080p@24fps, FullHD 1080p@30fps, FullHD 1080p@60fps, HD 720p@24fps, HD 720p@30fps, HD 720p@60fps"
2226,"Siêu tiết kiệm pin, Sạc pin nhanh 44 W"
2227,"GPS, BEIDOU, GLONASS, GALILEO, QZSS"
2228,159.20 × 74.20 × 7.79mm
2229,183g
2230,"V25e, Tai nghe, Sách hướng dẫn, Dây USB, Củ sạc USB, Dây chuyển tai nghe 3.5mm, Que lấy SIM, Ốp lưng, Miếng dán màn hình (dán sẵn)"
2231,131.4 x 54 x 13.8 mm
2232,114.3 g
2233,"Máy, Pin rời"
2234,2 x Cortex A75 1.8 GHz + 6 x Cortex A55 1.8 GHz
2235,"Android 13, realme UI"
2236,Chính 13.0 MP & Phụ 0.08 MP
2237,5.0 MP
2238,"1080p @ 30fps, 720p @ 30fps, 480p @ 30fps"
2239,"GPS/AGPS,Galileo,Glonass"
2240,"""2.4GHz ，5GHz <br>GSM:850/900/1800/1900  <br>WCDMA:Bands 1/5/8  <br>FDD-LTE: Bands 1/3/5/7/8/20/28 <br> TD-LTE: Bands 38/40/4``"
2241,167.2 x 76.7 x 7.99 mm
2242,"Mới, nguyên hộp: Hộp gồm:  Sách hướng dẫn, cây lấy sim, Ốp lưng, Cáp type C, Củ sạc rời đầu Type A"
2243,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. "
2244,Exynos 1380 (5 nm)
2245,4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55
2246,"Camera góc rộng: 50 MP, f/1.8, PDAF, OIS <br> Camera góc siêu rộng: 12MP, f/2.2, 123˚, 1.12µm <br> Camera macro: 5MP, f/2.4"
2247,"Camera góc rộng: 32 MP, f/2.2, 26mm, 1/2.8"", 0.8µm"
2248,"4K@30fps, 1080p@30/60fps; gyro-EIS"
2249,"802.11 a/b/g/n/ac/ax 2.4G+5GHz, HE80, MIMO, 1024-QAM"
2250,158.2 x 76.7 x 8.2 mm
2251,202 g
2252,Unisoc T616
2253,64MP
2254,8.47 x 74.91 x 166.91mm
2255,204.5g
2256,T612
2257,"Android 14, Funtouch OS 14	"
2258,13 MP + 0.08 MP<br>Khẩu độ f/2.2 (13MP) + f/3.0 (0.08MP)
2259, 5 MP <br>Khẩu độ f/2.2
2260,163.63 × 75.58 × 8.39 mm
2261,T107
2262,Mocor(RTOS)
2263,0.08MP
2264,5V=500mA sạc qua cáp
2265,131.2 x 54 x 12 mm
2266,MediaTek Helio P35 8 nhân
2267,4 nhân 2.3 GHz & 4 nhân 1.8 GHz
2268,Android 12 với giao diện FunTouch OS 12
2269,6.51 inches
2270,"Cảm biến chính 13 MP, khẩu độ f/2.2 <br> Ống kính macro kiêm độ sâu 2 MP, khẩu độ f/2.4, đèn flash LED"
2271,"FullHD 1080p@30fps, HD 720p@30fps"
2272,Hỗ trợ sạc 10 W<br>Siêu tiết kiệm pin
2273,IP52
2274,2.4GHz/5GHz
2275,"GPS, BEIDOU, GLONASS, GALILEO"
2276,163.95 x 75.55 x 8.19 mm
2277,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C, Củ sạc nhanh rời đầu Type A"
2278,3 inches
2279,64MB
2280,137.5 x 58 x 12.5 mm
2281,119 g 
2282,130 x 53 x 12mm
2283,90 g 
2284,MediaTek Helio G91 Ultra 8 nhân
2285,2 GHz
2286,Chính 108 MP & Phụ 2 MP
2287,Dual-band (2.4 GHz/5 GHz)
2288,168.6 x 76.28 x 8.3 mm
2289,Đủ phụ kiện từ NSX
2290,Unisoc SC9863A
2291,4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55
2292,Android 11 (Go edition)
2293,6.52 inches
2294,13 MP + 2 MP
2295,"4.2, A2DP"
2296,"Wi-Fi 802.11 b/g/n, hotspot"
2297,A-GPS
2298,164.8 x 75.9 x 8.6 mm
2299,178 g
2300,"Hộp, Tai nghe, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp microUSB, Củ sạc rời đầu Type A"
2301, Spreadtrum SC9863A 8 nhân
2302,Sạc 10 W
2303,32 GB
2304,"v4.2, A2DP"
2305,164.8 x 75.9 x 8.55 mm
2306,128 x 160 pixels
2307,118.3×54.5×15.3mm
2308,124 g
2309, iOS 17
2310,"Camera chính: 48MP, 24 mm, ƒ/1.78 <br>Camera góc siêu rộng: 12 MP, 13 mm, ƒ/2.2<br>Camera Tele: 12 MP"
2311,Sạc nhanh  20 W<br>Sạc không dây 15W<br>Sạc không dây Qi 7.5W
2312,"159,9 x 76,7 x 8,25 mm"
2313,221 g
2314,Apple A14 Bionic (5 nm)
2315,Hexa-core
2316,iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành)
2317,1284 x 2778 pixels
